"","par_name","par.est","par.se","tstat","category","format","brand"
"56","compprice","0.190869760461883","0.24741634780092",0.771451693303078,"Bottled water","convenience","Loka"
"57","campaign","0.280133014139926","0.0807904718496022",3.46740163445778,"Bottled water","convenience","Loka"
"58","ethat","-0.616841917803173","0.0721527992587555",-8.54910584398874,"Bottled water","convenience","Loka"
"59","holiday","-0.0733191994827182","0.0816576304311824",-0.897885465149623,"Bottled water","convenience","Loka"
"60","cop_price","-0.0375597796757261","0.0686101071162626",-0.547437997904296,"Bottled water","convenience","Loka"
"61","cop_compprice","-0.0837313497818704","0.0585852438828446",-1.42922251803392,"Bottled water","convenience","Loka"
"62","constant","-0.351832059867635","0.113224366734778",-3.10738818872604,"Bottled water","hypermarket","Ramlösa"
"63","price_elas","-1.09928131620812","0.262652947977218",-4.18529974505929,"Bottled water","hypermarket","Ramlösa"
"64","compprice","-0.190588680997079","0.222779152175516",-0.855505010841069,"Bottled water","hypermarket","Ramlösa"
"65","campaign","0.259349561221887","0.120700266413908",2.14870744636569,"Bottled water","hypermarket","Ramlösa"
"66","ethat","-0.914341621050359","0.0814560464000629",-11.2249693111751,"Bottled water","hypermarket","Ramlösa"
"67","holiday","0.301104833115025","0.08134680325341",3.70149558522944,"Bottled water","hypermarket","Ramlösa"
"68","cop_price","-0.0405536820551983","0.0919974894091782",-0.440812921261658,"Bottled water","hypermarket","Ramlösa"
"69","cop_compprice","0.0865915041362566","0.044780912546143",1.93366993240773,"Bottled water","hypermarket","Ramlösa"
"70","constant","-0.193940325936095","0.124643793978192",-1.55595653619166,"Bottled water","supermarket","Ramlösa"
"71","price_elas","-1.55825953700152","0.288790170019203",-5.39581917520913,"Bottled water","supermarket","Ramlösa"
"72","hgap_gain_slope","0.92517815694877","0.515331645312425",1.79530631461196,"Bottled water","supermarket","Ramlösa"
"73","hgap_gain_threshold","-0.296907092969171","0.0379133573265285",-7.83120023932623,"Bottled water","supermarket","Ramlösa"
"74","hgap_loss_slope","0.824949487014365","0.432238774384563",1.90855040293171,"Bottled water","supermarket","Ramlösa"
"75","hgap_loss_threshold","0.299879845759296","0.0415788557888532",7.2123159733436,"Bottled water","supermarket","Ramlösa"
"76","compprice","-0.0871711110065228","0.160016377178431",-0.5447636832155,"Bottled water","supermarket","Ramlösa"
"77","campaign","0.171605331686876","0.125486675319524",1.36751835403975,"Bottled water","supermarket","Ramlösa"
"78","ethat","-0.91489187522829","0.0800467565775879",-11.4294684050253,"Bottled water","supermarket","Ramlösa"
"79","holiday","0.174800614553786","0.0698314370658122",2.50317939739728,"Bottled water","supermarket","Ramlösa"
"80","cop_price","0.0943687725919054","0.0975136231305981",0.967749628844363,"Bottled water","supermarket","Ramlösa"
"81","cop_compprice","0.00448707149481326","0.0417784625488751",0.107401546659693,"Bottled water","supermarket","Ramlösa"
"82","model_SE","0.112302233371488","0.0128796095721882",8.71938180595083,"Bottled water","supermarket","Ramlösa"
"83","constant","-0.252471172216338","0.0877501229048917",-2.87716032591749,"Bottled water","convenience","Ramlösa"
"84","price_elas","-0.361929040186197","0.48205867275386",-0.750798731861004,"Bottled water","convenience","Ramlösa"
"85","compprice","0.125167942766988","0.238480678756809",0.524855696568309,"Bottled water","convenience","Ramlösa"
"86","campaign","0.348805028757676","0.0803850992466247",4.33917519573532,"Bottled water","convenience","Ramlösa"
"87","ethat","-0.68805986320323","0.0836807756595879",-8.22243648890453,"Bottled water","convenience","Ramlösa"
"88","holiday","0.00682438267228317","0.0951472194700154",0.0717244572179411,"Bottled water","convenience","Ramlösa"
"89","cop_price","0.0745079444959991","0.085168975130462",0.87482495100907,"Bottled water","convenience","Ramlösa"
"90","cop_compprice","0.0128021633165349","0.0431881456188227",0.29642771489951,"Bottled water","convenience","Ramlösa"
"91","constant","0.165326211190203","0.141604362125405",1.16752202198256,"Butter","hypermarket","Becel"
"92","price_elas","-1.49572317407441","0.165259255100696",-9.05076797764236,"Butter","hypermarket","Becel"
"93","compprice","0.0777044380807786","0.448262295179698",0.173345915809468,"Butter","hypermarket","Becel"
"94","campaign","-0.159075673637275","0.142546087967387",-1.11595958826783,"Butter","hypermarket","Becel"
"95","ethat","-0.919271039826167","0.0839434059946934",-10.9510810162299,"Butter","hypermarket","Becel"
"96","holiday","-0.0320326591060362","0.0487236125402426",-0.657436044578576,"Butter","hypermarket","Becel"
"97","cop_price","-0.0754856243015045","0.0471381771127247",-1.60136918576615,"Butter","hypermarket","Becel"
"98","cop_compprice","0.0245460144101575","0.034587537979804",0.709677989352412,"Butter","hypermarket","Becel"
"99","constant","-0.147628399467192","0.0883245872248723",-1.67143039221155,"Butter","supermarket","Becel"
"100","price_elas","-1.49222225360399","NaN",NA,"Butter","supermarket","Becel"
"101","cgap_gain_slope","-0.841839614197528","NaN",NA,"Butter","supermarket","Becel"
"102","cgap_gain_threshold","-0.290340573319889","0.00590719997436818",-49.1502868668236,"Butter","supermarket","Becel"
"103","cgap_loss_slope","0.34278268218061","NaN",NA,"Butter","supermarket","Becel"
"104","cgap_loss_threshold","-0.290336384628642","0.0214022785937935",-13.5656763533971,"Butter","supermarket","Becel"
"105","compprice","0.596012089805132","0.42704940347793",1.39565138120122,"Butter","supermarket","Becel"
"106","campaign","0.065034336978007","0.0790262665959307",0.82294583534528,"Butter","supermarket","Becel"
"107","ethat","-0.902407312050633","0.0817858244021591",-11.0337863394675,"Butter","supermarket","Becel"
"108","holiday","-0.0593756425819522","0.0553346350269886",-1.0730285390514,"Butter","supermarket","Becel"
"109","cop_price","0.187938017331083","0.091809506987262",2.04704309497227,"Butter","supermarket","Becel"
"110","cop_compprice","-0.0475217096142907","0.0326785736488217",-1.45421615168948,"Butter","supermarket","Becel"
"111","model_SE","0.070828894403454","0.00812023302072364",8.72251993541215,"Butter","supermarket","Becel"
"112","constant","-0.0700303790684274","0.0695361841276411",-1.00710701841043,"Butter","convenience","Becel"
"113","price_elas","-0.116016037836506","0.86216241391209",-0.134564017132317,"Butter","convenience","Becel"
"114","hgap_gain_slope","-3.1548121615452","0.952795490358984",-3.31111155905719,"Butter","convenience","Becel"
"115","hgap_gain_threshold","-0.51477213371299","0.0311853122935033",-16.5068776245743,"Butter","convenience","Becel"
"116","hgap_loss_slope","0.23972439293867","0.942199288672827",0.254430666442493,"Butter","convenience","Becel"
"117","hgap_loss_threshold","-0.140803211663561","0.0623983873122583",-2.25652004368228,"Butter","convenience","Becel"
"118","cgap_gain_slope","1.20881672207692","0.850710495562166",1.42094958083021,"Butter","convenience","Becel"
"119","cgap_gain_threshold","-0.128848318263327","0.0497856575411978",-2.58806099239936,"Butter","convenience","Becel"
"120","cgap_loss_slope","-2.65119029329186","1.37331248765402",-1.93050767187066,"Butter","convenience","Becel"
"121","cgap_loss_threshold","0.286558688821483","1.87100512091179",0.153157618661052,"Butter","convenience","Becel"
"122","campaign","0.281731299305083","0.0896194114957",3.14364147904052,"Butter","convenience","Becel"
"123","ethat","-0.961213061025578","0.0783062127375542",-12.2750549084415,"Butter","convenience","Becel"
"124","holiday","-0.100290477385927","0.104659979407659",-0.958250497979629,"Butter","convenience","Becel"
"125","cop_price","0.165757075207435","0.190163707956871",0.871654623210379,"Butter","convenience","Becel"
"126","cop_compprice","0.0182942189764191","0.0545885140441634",0.335129455284653,"Butter","convenience","Becel"
"127","model_SE","0.246831270573155","0.0283123933408059",8.71813511496408,"Butter","convenience","Becel"
"128","constant","-0.106104599041041","0.127442848259121",-0.832566130547441,"Butter","hypermarket","ICA"
"129","price_elas","1.28836951161059","0.249290515644684",5.16814491830453,"Butter","hypermarket","ICA"
"130","hgap_gain_slope","-2.7454384412115","0.529242448836462",-5.1874872230059,"Butter","hypermarket","ICA"
"131","hgap_gain_threshold","-0.25730099117596","0.0195037050524153",-13.1924160299018,"Butter","hypermarket","ICA"
"132","hgap_loss_slope","-0.620419812638723","0.45748277692844",-1.35615993416025,"Butter","hypermarket","ICA"
"133","hgap_loss_threshold","0.22077945058514","0.0367757935070821",6.00339053303156,"Butter","hypermarket","ICA"
"134","compprice","0.0118196807569925","0.387060392338544",0.0305370453576515,"Butter","hypermarket","ICA"
"135","campaign","0.195707807167456","0.118454720269468",1.65217398447481,"Butter","hypermarket","ICA"
"136","ethat","-0.900578690112637","0.0753910475554819",-11.9454327710446,"Butter","hypermarket","ICA"
"137","holiday","-0.0403071802947334","0.0467526875845178",-0.862136111894478,"Butter","hypermarket","ICA"
"138","cop_price","0.19660484420466","0.102788060499464",1.91272063359621,"Butter","hypermarket","ICA"
"139","cop_compprice","0.0200981473287649","0.024782519090864",0.810980806877458,"Butter","hypermarket","ICA"
"140","model_SE","0.0493105016613912","0.00564817573267113",8.73034126331465,"Butter","hypermarket","ICA"
"141","constant","-0.198513676314448","0.218965726951717",-0.906597023552554,"Butter","supermarket","Kronjäst"
"142","price_elas","-1.46688223257991","0.107497898226861",-13.6456829089275,"Butter","supermarket","Kronjäst"
"143","compprice","0.283371889405087","0.739892282744535",0.382990735291839,"Butter","supermarket","Kronjäst"
"144","campaign","0.352609720144742","0.131480823946921",2.6818338184973,"Butter","supermarket","Kronjäst"
"145","ethat","-1.00684235097483","0.0832617773827486",-12.0924916885505,"Butter","supermarket","Kronjäst"
"146","holiday","-0.114591430659135","0.0950066465043941",-1.2061412003826,"Butter","supermarket","Kronjäst"
"147","cop_price","0.0537342560085104","0.0953507132815115",0.563543304074365,"Butter","supermarket","Kronjäst"
"148","cop_compprice","-0.00353704011425814","0.0512874832102756",-0.0689649772783057,"Butter","supermarket","Kronjäst"
"149","constant","-0.787057267324464","0.207269458440568",-3.79726599975723,"Butter","hypermarket","Valio"
"150","price_elas","-5.46196036248925","0.668673929749177",-8.16834651313243,"Butter","hypermarket","Valio"
"151","hgap_gain_slope","4.81543874391729","1.18926964579817",4.04907226963271,"Butter","hypermarket","Valio"
"152","hgap_gain_threshold","-0.353245383093443","0.0355269192685585",-9.94303447543978,"Butter","hypermarket","Valio"
"153","hgap_loss_slope","2.4275427821892","1.13588604584853",2.13713584303765,"Butter","hypermarket","Valio"
"154","hgap_loss_threshold","0.368172456182091","0.312090000168101",1.17969962505618,"Butter","hypermarket","Valio"
"155","compprice","2.69969249991069","1.35316112886075",1.99510054074906,"Butter","hypermarket","Valio"
"156","campaign","0.792862178655125","0.162618157845828",4.87560669213094,"Butter","hypermarket","Valio"
"157","ethat","-0.878847946240744","0.0737495260839643",-11.9166588981219,"Butter","hypermarket","Valio"
"158","holiday","0.201836230046598","0.143904459579572",1.40257105746603,"Butter","hypermarket","Valio"
"159","cop_price","0.237402066132196","0.207837887925028",1.14224633680762,"Butter","hypermarket","Valio"
"160","cop_compprice","0.0589928124611629","0.110646972343265",0.533162464474372,"Butter","hypermarket","Valio"
"161","model_SE","0.477701275889179","0.0547956650792709",8.71786618883275,"Butter","hypermarket","Valio"
"162","constant","-0.353622111875246","0.120870059590338",-2.9256385996149,"Butter","supermarket","Bregott"
"163","price_elas","-1.43439670541645","0.319018528142522",-4.49628024355887,"Butter","supermarket","Bregott"
"164","compprice","-0.123930331831183","0.255373727478032",-0.48529006117845,"Butter","supermarket","Bregott"
"165","campaign","0.178666834205177","0.0701010097914139",2.54870557124358,"Butter","supermarket","Bregott"
"166","ethat","-0.917331772456285","0.0841841513534733",-10.8967276822045,"Butter","supermarket","Bregott"
"167","holiday","0.105453351712782","0.0485793142611796",2.1707459917163,"Butter","supermarket","Bregott"
"168","cop_price","0.171800575068033","0.0974879360981721",1.76227523059906,"Butter","supermarket","Bregott"
"169","cop_compprice","-0.00987045508084841","0.0294812623187782",-0.334804357225959,"Butter","supermarket","Bregott"
"170","constant","-0.152016715443146","0.0856130932180838",-1.77562461218299,"Butter","convenience","Bregott"
"171","price_elas","-1.23926938808396","0.276591174347904",-4.48050951374599,"Butter","convenience","Bregott"
"172","compprice","-0.111515131641019","0.262147846905492",-0.425390225238897,"Butter","convenience","Bregott"
"173","campaign","0.121734381391081","0.0414162348447018",2.93929136358116,"Butter","convenience","Bregott"
"174","ethat","-0.840361102476732","0.0802956258984899",-10.4658391173029,"Butter","convenience","Bregott"
"175","holiday","0.0240891574156706","0.0493434198219001",0.488193917296731,"Butter","convenience","Bregott"
"176","cop_price","0.13274409689702","0.0875952026421874",1.51542656324752,"Butter","convenience","Bregott"
"177","cop_compprice","0.0214594263748336","0.0348492547331555",0.615778631111361,"Butter","convenience","Bregott"
"178","constant","-0.374755363388172","0.10769403751191",-3.47981533654291,"Butter","hypermarket","Flora"
"179","price_elas","-3.21482678760362","0.326661048311622",-9.84147575665893,"Butter","hypermarket","Flora"
"180","compprice","0.77407137081991","0.666981358415256",1.16055922861038,"Butter","hypermarket","Flora"
"181","campaign","0.401715605888501","0.110675380163874",3.6296745065948,"Butter","hypermarket","Flora"
"182","ethat","-0.609196118249028","0.0724338498617017",-8.41037884100002,"Butter","hypermarket","Flora"
"183","holiday","0.0215374848563055","0.0697671838853248",0.308705091088474,"Butter","hypermarket","Flora"
"184","cop_price","0.114852823998311","0.145261896810833",0.790660362557965,"Butter","hypermarket","Flora"
"185","cop_compprice","0.0358966057696588","0.0534775844940056",0.671245833358134,"Butter","hypermarket","Flora"
"186","constant","-0.222877303095696","0.0776842063555751",-2.86901692830001,"Butter","supermarket","Flora"
"187","price_elas","-2.37305424780522","0.498908353704572",-4.75649331221746,"Butter","supermarket","Flora"
"188","compprice","-0.475620205527454","0.532500019709115",-0.893183451499716,"Butter","supermarket","Flora"
"189","campaign","0.260038514460844","0.0747576770237275",3.47841887032297,"Butter","supermarket","Flora"
"190","ethat","-0.617958518426896","0.0819720107029888",-7.53865268312083,"Butter","supermarket","Flora"
"191","holiday","0.00316710536526012","0.0653813182131828",0.0484405247831412,"Butter","supermarket","Flora"
"192","cop_price","0.0709136870404031","0.146166781545398",0.485155972449034,"Butter","supermarket","Flora"
"193","cop_compprice","0.0834798803386235","0.0421167296204307",1.98210737374365,"Butter","supermarket","Flora"
"194","constant","0.000428320070435001","0.169189290579054",0.00253160273306346,"Butter","convenience","Svenskt smör"
"195","price_elas","-0.149801058623264","0.61654615609127",-0.242968117055438,"Butter","convenience","Svenskt smör"
"196","hgap_gain_slope","2.05247291028463","0.975495891414258",2.10403029715378,"Butter","convenience","Svenskt smör"
"197","hgap_gain_threshold","-0.106346465709697","0.0206487289397259",-5.15026692539404,"Butter","convenience","Svenskt smör"
"198","hgap_loss_slope","-0.395897023279557","NaN",NA,"Butter","convenience","Svenskt smör"
"199","hgap_loss_threshold","0.490596958603332","NaN",NA,"Butter","convenience","Svenskt smör"
"200","compprice","-0.698863593159543","0.687505543239538",-1.01652066667926,"Butter","convenience","Svenskt smör"
"201","campaign","0.331255926215104","0.0856284847220467",3.8685249107277,"Butter","convenience","Svenskt smör"
"202","ethat","-0.967729344027704","0.076883808458821",-12.5869069629403,"Butter","convenience","Svenskt smör"
"203","holiday","0.0266630626439349","0.10707024837319",0.249024010395508,"Butter","convenience","Svenskt smör"
"204","cop_price","-0.0898434857343098","0.100283296666132",-0.895896811544011,"Butter","convenience","Svenskt smör"
"205","cop_compprice","-0.00311126153084851","0.0881115867239183",-0.0353104698999132,"Butter","convenience","Svenskt smör"
"206","model_SE","0.2490878891308","0.0285713242440849",8.71810795337456,"Butter","convenience","Svenskt smör"
"207","constant","-0.0642948249081528","0.0554191685301295",-1.16015498993273,"Chips & Salty snacks","convenience","Estrella"
"208","price_elas","-0.962589454185533","0.394566103115625",-2.43961517876119,"Chips & Salty snacks","convenience","Estrella"
"209","compprice","0.17571412175326","0.390912748522772",0.449497035891691,"Chips & Salty snacks","convenience","Estrella"
"210","campaign","0.0822673964642277","0.0634067407196055",1.29745505809906,"Chips & Salty snacks","convenience","Estrella"
"211","ethat","-0.64781943726505","0.0857653209412108",-7.55339605980263,"Chips & Salty snacks","convenience","Estrella"
"212","holiday","0.115285063441744","0.0758087264539431",1.52073605288415,"Chips & Salty snacks","convenience","Estrella"
"213","cop_price","-0.0978245675063043","0.0455863735770146",-2.1459168569537,"Chips & Salty snacks","convenience","Estrella"
"214","cop_compprice","0.0010683329914028","0.042474174646997",0.0251525309268919,"Chips & Salty snacks","convenience","Estrella"
"215","constant","-0.0596555865456972","0.102079344799317",-0.58440408941669,"Chips & Salty snacks","supermarket","ICA"
"216","price_elas","-0.906489938578095","0.203724799171471",-4.44958071999433,"Chips & Salty snacks","supermarket","ICA"
"217","compprice","-0.0495950845646276","0.551708100472122",-0.0898937037940657,"Chips & Salty snacks","supermarket","ICA"
"218","campaign","0.0359654527965877","0.103844819832837",0.346338438975412,"Chips & Salty snacks","supermarket","ICA"
"219","ethat","-0.924550795910218","0.0914613245721651",-10.1086530315962,"Chips & Salty snacks","supermarket","ICA"
"220","holiday","0.10076368401472","0.0543515965024815",1.85392316875401,"Chips & Salty snacks","supermarket","ICA"
"221","cop_price","0.00456132276259056","0.0215067433335851",0.212088027082537,"Chips & Salty snacks","supermarket","ICA"
"222","cop_compprice","0.0156711045396442","0.0388521273604632",0.403352547320008,"Chips & Salty snacks","supermarket","ICA"
"223","constant","-0.0890345072312101","0.0570470822342933",-1.56071973787448,"Chips & Salty snacks","convenience","ICA"
"224","price_elas","-0.819262836036916","0.263405059640635",-3.11027752145172,"Chips & Salty snacks","convenience","ICA"
"225","compprice","0.390990811013612","0.472531791014046",0.827438107761071,"Chips & Salty snacks","convenience","ICA"
"226","campaign","0.127298592415687","0.0676625725793391",1.88137381661657,"Chips & Salty snacks","convenience","ICA"
"227","ethat","-0.780673000198568","0.0832837974914082",-9.37364798091855,"Chips & Salty snacks","convenience","ICA"
"228","holiday","0.0605143428971338","0.081240974853761",0.744874652305238,"Chips & Salty snacks","convenience","ICA"
"229","cop_price","0.0228280637097073","0.0429832045069987",0.531092643546163,"Chips & Salty snacks","convenience","ICA"
"230","cop_compprice","-0.0188758658909894","0.0470462254130358",-0.401219560661272,"Chips & Salty snacks","convenience","ICA"
"231","constant","0.0918667975818059","0.104272122808308",0.881029321237587,"Chips & Salty snacks","hypermarket","ICA Basic"
"232","price_elas","0.471143205194244","0.596497711028993",0.789849141887728,"Chips & Salty snacks","hypermarket","ICA Basic"
"233","hgap_gain_slope","0.418796677732849","0.474214375070342",0.883137879721017,"Chips & Salty snacks","hypermarket","ICA Basic"
"234","hgap_gain_threshold","-0.302463210254571","0.0372535221997454",-8.11905002251406,"Chips & Salty snacks","hypermarket","ICA Basic"
"235","hgap_loss_slope","-0.0562858328020675","0.53565930464111",-0.105077672159133,"Chips & Salty snacks","hypermarket","ICA Basic"
"236","hgap_loss_threshold","-0.38166277887512","0.288378583105868",-1.32347823740782,"Chips & Salty snacks","hypermarket","ICA Basic"
"237","compprice","-0.484317667657051","0.330612934798851",-1.46490840702199,"Chips & Salty snacks","hypermarket","ICA Basic"
"238","campaign","0.113404640101634","0.0569316615489548",1.99194327051423,"Chips & Salty snacks","hypermarket","ICA Basic"
"239","ethat","-0.978613362875557","0.0772648079425658",-12.6657062760449,"Chips & Salty snacks","hypermarket","ICA Basic"
"240","holiday","0.058881978990047","0.0695836997934856",0.846203624768448,"Chips & Salty snacks","hypermarket","ICA Basic"
"241","cop_price","-0.082786301036107","0.058521739174044",-1.41462475662078,"Chips & Salty snacks","hypermarket","ICA Basic"
"242","cop_compprice","0.094328902438025","0.0431751761803759",2.18479484701905,"Chips & Salty snacks","hypermarket","ICA Basic"
"243","model_SE","0.111515964779715","0.0127893548532408",8.71943628583087,"Chips & Salty snacks","hypermarket","ICA Basic"
"244","constant","-0.0647010266504839","0.167042080454964",-0.387333697438759,"Chips & Salty snacks","supermarket","Olw"
"245","price_elas","-1.47768532660924","0.312926510783813",-4.72214809447739,"Chips & Salty snacks","supermarket","Olw"
"246","compprice","0.0351742730547257","0.393581424580859",0.0893697488192799,"Chips & Salty snacks","supermarket","Olw"
"247","campaign","0.0317683592247664","0.168563821407738",0.188464873182497,"Chips & Salty snacks","supermarket","Olw"
"248","ethat","-0.902783872369877","0.109330806275336",-8.25736041949904,"Chips & Salty snacks","supermarket","Olw"
"249","holiday","0.117181380949068","0.0476940928384132",2.45693699104576,"Chips & Salty snacks","supermarket","Olw"
"250","cop_price","0.0607832093526361","0.0303314008954063",2.00396973295888,"Chips & Salty snacks","supermarket","Olw"
"251","cop_compprice","0.0368204941374595","0.0239276773607775",1.53882441585476,"Chips & Salty snacks","supermarket","Olw"
"252","constant","-0.312206537642929","0.0798036571598972",-3.91218333537499,"Chips & Salty snacks","convenience","Olw"
"253","price_elas","-1.38638511851417","0.191633664805324",-7.23455933446018,"Chips & Salty snacks","convenience","Olw"
"254","compprice","0.166572052928432","0.291976379285558",0.570498385300962,"Chips & Salty snacks","convenience","Olw"
"255","campaign","0.401934543394056","0.0866398092736111",4.63914390813967,"Chips & Salty snacks","convenience","Olw"
"256","ethat","-0.856606281599273","0.0905594772960152",-9.45904622217785,"Chips & Salty snacks","convenience","Olw"
"257","holiday","0.0737209539917658","0.0470897092591835",1.56554277254087,"Chips & Salty snacks","convenience","Olw"
"258","cop_price","0.0670676475569195","0.0276301768951551",2.42733326722493,"Chips & Salty snacks","convenience","Olw"
"259","cop_compprice","-0.0853741053252347","0.0278854899225138",-3.06159603300735,"Chips & Salty snacks","convenience","Olw"
"260","constant","-0.0522384840377302","0.0545465394953246",-0.957686491591419,"Chips & Salty snacks","hypermarket","Pringles"
"261","price_elas","-1.41611463956654","0.52986952727363",-2.67257233465182,"Chips & Salty snacks","hypermarket","Pringles"
"262","compprice","-0.0328213701608992","0.29306178553041",-0.111994711632211,"Chips & Salty snacks","hypermarket","Pringles"
"263","campaign","0.0680550652987117","0.0597084942256277",1.13978867129933,"Chips & Salty snacks","hypermarket","Pringles"
"264","ethat","-0.684373737478786","0.0814204443512903",-8.40542867250933,"Chips & Salty snacks","hypermarket","Pringles"
"265","holiday","-0.0170325322774633","0.0643089541552564",-0.264854754694702,"Chips & Salty snacks","hypermarket","Pringles"
