"","vecka","brand","format","totalvolume","totalvalue","LL","avgpricebefore","avgfinalprice","avgdiscount","totalnonpricecampaign","totalpricecampaign","nonpricecampaign","pricecampaign","depth","nondepth","avgcompLL","avgcomppricebefore","avgcompfinalprice","avgcompdiscount","totalvolume1","totalvalue1","LL1","avgfinalprice1","avgpricebefore1","avgdiscount1","nondepth1","avgcompLL1","avgcompfinalprice1","avgcomppricebefore1","avgcompdiscount1","dlogtotalvolume","dlogavgfinalprice","dlogavgpricebefore","dlognondepth","dlogLL","dlogavgcompLL","dlogavgcompfinalprice","cop_finalprice","cop_avgcompfinalprice","cop_logfinalprice","cop_logavgcompfinalprice","hgap","cgap","holiday","trend","campaign"
"31",201412,"Ramlösa",3,45,622.5,18,13.8333333333333,13.8333333333333,0,72,0,1,0,0,1,19.0977058344008,16.8438630931585,16.8438630931585,0,45,594.5,19,13.2111111111111,13.2111111111111,0,1,21.3945530108763,14.0888699266071,14.1470846228667,0.0582146962596162,0,0.0460229122080262,0.0460229122080262,0,-0.0540672212702757,-0.113568142970705,0.178601263574609,0.27269494694941,0.561346418336008,0.27269494694941,0.561346418336008,0.0460229122080262,-0.178731550071075,0,12,1
"34",201413,"Ramlösa",3,36,451.8,17,12.55,12.55,0,17,0,1,0,0,1,21.0830432935263,13.8241097273863,13.3768621730837,0.447247554302555,45,622.5,18,13.8333333333333,13.8333333333333,0,1,19.0977058344008,16.8438630931585,16.8438630931585,0,-0.22314355131421,-0.0973604729907502,-0.0973604729907502,0,-0.0571584138399484,0.098900867559863,-0.230459871352455,-0.0494931251918634,-0.382953306125502,-0.0494931251918634,-0.382953306125502,-0.0973604729907502,-0.0618128648097666,0,13,1
"39",201414,"Ramlösa",3,44,667.6,17,15.1727272727273,15.1727272727273,0,0,0,0,0,0,1,21.3111176489817,16.8224965439146,16.2675455769536,0.55495096696097,36,451.8,17,12.55,12.55,0,1,21.0830432935263,13.3768621730837,13.8241097273863,0.447247554302555,0.200670695462151,0.189778892291625,0.189778892291625,0,0,0.010759809879219,0.195645543116576,0.51057437520889,0.371149323202284,0.51057437520889,0.371149323202284,0.189778892291625,-0.0673007675956602,0,14,0
"42",201415,"Ramlösa",3,37,464.7,16,12.6567567567568,12.5594594594595,0.0972972972972973,0,32,0,1,0.0076873798846893,0.992312620115311,22.7872969553981,15.8111960966972,15.6768068427969,0.134389253900239,44,667.6,17,15.1727272727273,15.1727272727273,0,1,21.3111176489817,16.2675455769536,16.8224965439146,0.55495096696097,-0.173271721274037,-0.18902543442271,-0.181308354324146,-0.00768737988468926,-0.060624621816435,0.066974337719707,-0.0369897051474806,-0.043990118295311,0.227319336112519,-0.043990118295311,0.227319336112519,-0.18902543442271,-0.198850914895964,0,15,1
"43",201416,"Ramlösa",3,43,460.85,21,10.8906976744186,10.7174418604651,0.173255813953488,0,126,0,1,0.0159086055947042,0.984091394405296,22.7078005385515,14.8208991301762,14.7307200069099,0.0901791232663443,37,464.7,16,12.5594594594595,12.6567567567568,0.0972972972972973,0.992312620115311,22.7872969553981,15.6768068427969,15.8111960966972,0.134389253900239,0.150282203049338,-0.158601628700598,-0.150282203049338,-0.00822122571001493,0.271933715483642,-0.00349472809747953,-0.062247239367863,-0.709409852507664,-0.0274884205285162,-0.709409852507664,-0.0274884205285162,-0.158601628700598,-0.272442768891285,1,16,1
"46",201417,"Ramlösa",3,42,528.3,17,12.6857142857143,12.5785714285714,0.107142857142857,0,34,0,1,0.00844594594594594,0.991554054054054,24.4263670769139,15.1658656699262,15.103886217055,0.061979452871234,43,460.85,21,10.7174418604651,10.8906976744186,0.173255813953488,0.984091394405296,22.7078005385515,14.7307200069099,14.8208991301762,0.0901791232663443,-0.023530497410194,0.160122191140791,0.152567500446877,0.00746265964875825,-0.211309093667207,0.0729546652406703,0.0250169664898667,-0.016491723021858,0.121230114713085,-0.016491723021858,0.121230114713085,0.160122191140791,-0.16719635941325,1,17,1
"50",201418,"Ramlösa",3,66,818.2,21,12.8242424242424,12.3969696969697,0.427272727272727,84,147,1,1,0.0333175803402646,0.966682419659735,25.5594970725626,15.9807980407956,15.9261768119307,0.0546212288648468,42,528.3,17,12.5785714285714,12.6857142857143,0.107142857142857,0.991554054054054,24.4263670769139,15.103886217055,15.1658656699262,0.061979452871234,0.451985123743057,-0.0145426224180296,0.0108608181347982,-0.0248716343943187,0.211309093667207,0.0453457862102176,0.0530120197905029,-0.121230114713085,0.266994125404953,-0.121230114713085,0.266994125404953,-0.0145426224180296,-0.221597886086334,1,18,1
"53",201419,"Ramlösa",3,84,925.2,21,11.6857142857143,11.0142857142857,0.671428571428571,84,168,1,1,0.0574572127139364,0.942542787286064,26.0185169236069,11.299940635112,11.2544337881565,0.0455068469554733,66,818.2,21,12.3969696969697,12.8242424242424,0.427272727272727,0.966682419659735,25.5594970725626,15.9261768119307,15.9807980407956,0.0546212288648468,0.241162056816888,-0.118258931954902,-0.0929702245242217,-0.0241396323736718,0,0.0177995209360398,-0.347201930355964,-0.574263545822124,-1.3147424009236,-0.574263545822124,-1.3147424009236,-0.118258931954902,-0.0213380858061072,0,19,1
"56",201420,"Ramlösa",3,63,740.2,17,11.9634920634921,11.7492063492064,0.214285714285714,0,68,0,1,0.0179116359294149,0.982088364070585,22.3630905885241,15.2773524658382,15.2597387350038,0.0176137308344678,84,925.2,21,11.0142857142857,11.6857142857143,0.671428571428571,0.942542787286064,26.0185169236069,11.2544337881565,11.299940635112,0.0455068469554733,-0.287682072451781,0.0645925620465526,0.023492589904504,0.0395455767845215,-0.211309093667207,-0.151396615646471,0.304455739295155,-0.307093861635566,0.154528574694707,-0.307093861635566,0.154528574694707,0.0645925620465526,-0.230051932523898,0,20,1
"58",201421,"Ramlösa",3,39,512.6,16,13.2589743589744,13.1435897435897,0.115384615384615,0,32,0,1,0.00870237865016438,0.991297621349836,20.5457141011563,19.3820991906803,19.2598948701875,0.122204320492839,63,740.2,17,11.7492063492064,11.9634920634921,0.214285714285714,0.982088364070585,22.3630905885241,15.2597387350038,15.2773524658382,0.0176137308344678,-0.479573080261886,0.112148474239802,0.102814948814637,0.00920925727925059,-0.060624621816435,-0.0847594986217701,0.232807043096012,0.137860236184257,1.30180674888568,0.137860236184257,1.30180674888568,0.112148474239802,-0.317566900952569,0,21,1
"61",201422,"Ramlösa",3,31,389.9,11,12.5774193548387,12.5774193548387,0,0,0,0,0,0,1,19.7656874139981,13.7699609258839,13.3047025467335,0.465258379150408,39,512.6,16,13.1435897435897,13.2589743589744,0.115384615384615,0.991297621349836,20.5457141011563,19.2598948701875,19.3820991906803,0.122204320492839,-0.2295744416445,-0.0440310762969194,-0.0527715417691241,0.00870237865016432,-0.37469344944141,-0.0387048841350204,-0.369907400224496,-0.0219897393775453,-0.400760461851093,-0.0219897393775453,-0.400760461851093,-0.0440310762969194,-0.054663619073041,1,22,0
"64",201423,"Ramlösa",3,41,549.9,14,13.4121951219512,13.4121951219512,0,42,0,1,0,0,1,22.5005218690603,15.9401126870946,15.8932517944139,0.046860892680749,31,389.9,11,12.5774193548387,12.5774193548387,0,1,19.7656874139981,13.3047025467335,13.7699609258839,0.465258379150408,0.279584862219162,0.0642612853060562,0.0642612853060562,0,0.241162056816888,0.129591027620637,0.177777056013608,0.204811632505135,0.26130196788494,0.204811632505135,0.26130196788494,0.0642612853060562,-0.156107554612247,1,23,1
"68",201424,"Ramlösa",3,62,698.35,20,11.7387096774194,11.2637096774194,0.475,0,100,0,1,0.0404644133003572,0.959535586699643,23.1938779305471,15.0303959251567,14.587592233334,0.442803691822653,41,549.9,14,13.4121951219512,13.4121951219512,0,1,22.5005218690603,15.8932517944139,15.9401126870946,0.046860892680749,0.413562318340784,-0.174578352102772,-0.133272476676493,-0.0404644133003572,0.356674943938732,0.0303498584233477,-0.0857232833331349,-0.485681527934164,-0.0605038043562068,-0.485681527934164,-0.0605038043562068,-0.174578352102772,-0.227856832213837,0,24,1
"70",201425,"Ramlösa",3,85,1162.28,20,14.5235294117647,13.6738823529412,0.849647058823529,0,360,0,1,0.0585014175779668,0.941498582422033,19.4313146974835,18.4856441056667,18.0345888151578,0.451055290508927,62,698.35,20,11.2637096774194,11.7387096774194,0.475,0.959535586699643,23.1938779305471,14.587592233334,15.0303959251567,0.442803691822653,0.315516871445225,0.193901591043146,0.21287815216195,-0.0180370042776096,0,-0.177002437167321,0.212120194467508,0.244275387814434,0.916033884735028,0.244275387814434,0.916033884735028,0.193901591043146,-0.241796833124995,1,25,1
