"","vecka","brand","format","totalvolume","totalvalue","LL","avgpricebefore","avgfinalprice","avgdiscount","totalnonpricecampaign","totalpricecampaign","nonpricecampaign","pricecampaign","depth","nondepth","avgcompLL","avgcomppricebefore","avgcompfinalprice","avgcompdiscount","totalvolume1","totalvalue1","LL1","avgfinalprice1","avgpricebefore1","avgdiscount1","nondepth1","avgcompLL1","avgcompfinalprice1","avgcomppricebefore1","avgcompdiscount1","dlogtotalvolume","dlogavgfinalprice","dlogavgpricebefore","dlognondepth","dlogLL","dlogavgcompLL","dlogavgcompfinalprice","cop_finalprice","cop_avgcompfinalprice","cop_logfinalprice","cop_logavgcompfinalprice","hgap","cgap","holiday","trend","campaign"
"54",201419,"Loka",3,84,978.9,29,11.6535714285714,11.6535714285714,0,58,0,1,0,0,1,19.1901751851183,11.3096467917129,10.7009744833458,0.608672308367089,103,1688.23,29,16.3905825242718,16.4572815533981,0.0666990291262136,0.995947141761548,17.5536718422157,12.8446653413418,13.1380724294279,0.293407088086064,-0.203912189386322,-0.341094240144371,-0.345155333470734,0.00405285823845203,0,0.0891352891508053,-0.182593766078671,-0.359396830291548,-1.83985537077794,-0.359396830291548,-1.83985537077794,-0.341094240144371,0.0890196445854697,0,19,1
"57",201420,"Loka",3,91,1496.9,25,16.4494505494505,16.4494505494505,0,0,0,0,0,0,1,14.7181482840534,11.2144765014744,11.0308277025266,0.183648798947726,84,978.9,29,11.6535714285714,11.6535714285714,0,1,19.1901751851183,10.7009744833458,11.3096467917129,0.608672308367089,0.0800427076735364,0.344679381980269,0.344679381980269,0,-0.148420005118274,-0.265317129490055,0.0303590609460325,0.745217325237565,-1.45837632705904,0.745217325237565,-1.45837632705904,0.344679381980269,0.491225408740883,0,20,0
"59",201421,"Loka",3,94,1946.92,22,20.8361702127659,20.711914893617,0.124255319148936,0,44,0,1,0.00596344327580925,0.994036556724191,14.7320883502472,12.6582063924515,12.5444371452746,0.113769247176998,91,1496.9,25,16.4494505494505,16.4494505494505,0,1,14.7181482840534,11.0308277025266,11.2144765014744,0.183648798947726,0.0324352757531541,0.230417057999037,0.23639835361235,-0.00596344327580922,-0.127833371509884,0.000946686263208374,0.12858344047762,1.58031350884975,-0.606986834803486,1.58031350884975,-0.606986834803486,0.230417057999037,0.651083636017829,0,21,1
"62",201422,"Loka",3,88,1239.76,22,14.65,14.0881818181818,0.561818181818182,0,198,0,1,0.0383493639466336,0.961650636053366,10.2048825710754,11.3657439897332,11.3657439897332,0,94,1946.92,22,20.711914893617,20.8361702127659,0.124255319148936,0.994036556724191,14.7320883502472,12.5444371452746,12.6582063924515,0.113769247176998,-0.065957967791797,-0.385372856402504,-0.352250093553613,-0.0323859206708244,0,-0.36716170653406,-0.098673393551675,0.324427985615907,-1.228396274804,0.324427985615907,-1.228396274804,-0.385372856402504,0.239530102992629,1,22,1
"66",201423,"Loka",3,88,1495.38,25,17.05,16.9929545454545,0.0570454545454545,0,75,0,1,0.00334577446014396,0.996654225539856,12.8855869242199,12.4542226893294,12.4542226893294,0,88,1239.76,22,14.0881818181818,14.65,0.561818181818182,0.961650636053366,10.2048825710754,11.3657439897332,11.3657439897332,0,0,0.187462542649297,0.151709868266449,0.0350035894864896,0.127833371509884,0.233243104838079,0.0914558188358279,0.797021411019349,-0.660751127140255,0.797021411019349,-0.660751127140255,0.187462542649297,0.36443317012581,1,23,1
"67",201424,"Loka",3,94,1431.08,25,15.7234042553191,15.2242553191489,0.499148936170213,50,125,1,1,0.031745602165088,0.968254397834912,17.7249133965586,11.293103117801,10.9163454938587,0.376757623942302,88,1495.38,25,16.9929545454545,17.05,0.0570454545454545,0.996654225539856,12.8855869242199,12.4542226893294,12.4542226893294,0,0.065957967791797,-0.109908918964782,-0.0809998844913826,-0.028399827704944,0,0.318861792422815,-0.131798484668167,0.52313948044369,-1.54309792741113,0.52313948044369,-1.54309792741113,-0.109908918964782,0.394629304075594,0,24,1
"72",201425,"Loka",3,79,1537.27,21,19.9506329113924,19.4591139240506,0.491518987341772,0,210,0,1,0.0246367616268003,0.9753632383732,18.1967883664676,13.6497378398033,12.9158333964586,0.733904443344649,94,1431.08,25,15.2242553191489,15.7234042553191,0.499148936170213,0.968254397834912,17.7249133965586,10.9163454938587,11.293103117801,0.376757623942302,-0.173846929802982,0.245425641842105,0.238110548476331,0.00710884053828764,-0.174353387144778,0.0262739286728371,0.168192701237921,1.28908533566586,-0.51684672765261,1.28908533566586,-0.51684672765261,0.245425641842105,0.506609238966033,1,25,1
"75",201426,"Loka",3,71,1550.88,20,22.5478873239437,21.8433802816901,0.704507042253521,0,180,0,1,0.0312449247298395,0.968755075270161,10.6126815861798,11.6001006780586,11.5773172419515,0.0227834361070694,79,1537.27,21,19.4591139240506,19.9506329113924,0.491518987341772,0.9753632383732,18.1967883664676,12.9158333964586,13.6497378398033,0.733904443344649,-0.106767975425706,0.115582371175488,0.122380505328259,-0.00660816310303913,-0.0487901641694322,-0.539195453045177,-0.109406180183063,1.83985537077794,-1.06895994353517,1.83985537077794,-1.06895994353517,0.115582371175488,0.886739373655456,0,26,1
"78",201427,"Loka",3,75,1551.48,20,20.7933333333333,20.6864,0.106933333333333,0,40,0,1,0.00514267393395319,0.994857326066047,12.356993736952,11.8673197366308,11.8673197366308,0,71,1550.88,20,21.8433802816901,22.5478873239437,0.704507042253521,0.968755075270161,10.6126815861798,11.5773172419515,11.6001006780586,0.0227834361070694,0.0548082364949947,-0.0544214341848304,-0.081008950531186,0.0261022507958862,0,0.152172535194635,0.02474060803597,1.52526512587685,-0.924428699858888,1.52526512587685,-0.924428699858888,-0.0544214341848304,0.743140023113002,0,27,1
"79",201428,"Loka",3,120,1994.8,28,17.0166666666667,16.6233333333333,0.393333333333333,0,28,0,1,0.0231145935357493,0.976885406464251,12.3377748167888,11.8978300180832,11.8978300180832,0,75,1551.48,20,20.6864,20.7933333333333,0.106933333333333,0.994857326066047,12.356993736952,11.8673197366308,11.8673197366308,0,0.470003629245736,-0.21866914862823,-0.200439166568982,-0.0179719196017961,0.336472236621213,-0.0015565178512662,0.00256765040655793,0.767166620585757,-0.916033884735028,0.767166620585757,-0.916033884735028,-0.21866914862823,0.397173544088963,0,28,1
"84",201429,"Loka",3,84,1916.72,26,22.8571428571429,22.8180952380952,0.039047619047619,0,52,0,1,0.00170833333333333,0.998291666666667,15.4695021011079,11.9749730806382,11.9749730806382,0,120,1994.8,28,16.6233333333333,17.0166666666667,0.393333333333333,0.976885406464251,12.3377748167888,11.8978300180832,11.8978300180832,0,-0.356674943938732,0.31674654108987,0.295070410235949,0.021406260202416,-0.0741079721537217,0.226204799836153,0.00646286326318091,2.1073446081073,-0.866958201203544,2.1073446081073,-0.866958201203544,0.31674654108987,0.905481965131837,0,29,1
"87",201430,"Loka",3,103,2627.44,26,25.521359223301,25.5091262135922,0.0122330097087379,0,26,0,1,0.000479324380872675,0.999520675619127,19.1230636713486,12.725794440045,12.088294477556,0.637499962489059,84,1916.72,26,22.8180952380952,22.8571428571429,0.039047619047619,0.998291666666667,15.4695021011079,11.9749730806382,11.9749730806382,0,0.203912189386322,0.111482406886086,0.110252051980889,0.00122900895246059,0,0.212024649379629,0.00941869049058086,2.37510708419477,-0.827604115393382,2.37510708419477,-0.827604115393382,0.111482406886086,1.11023368606336,0,30,1
"90",201431,"Loka",3,87,1588.31,24,18.4057471264368,18.2564367816092,0.149310344827586,0,72,0,1,0.00811215887091738,0.991887841129083,15.1553323029366,10.9794954184892,10.8980954347586,0.0813999837305784,103,2627.44,26,25.5091262135922,25.521359223301,0.0122330097087379,0.999520675619127,19.1230636713486,12.088294477556,12.725794440045,0.637499962489059,-0.168820869575052,-0.33451856065938,-0.326852758485555,-0.0076328344900447,-0.0800427076735364,-0.232542691424332,-0.103649542609815,1.04969220422516,-1.56143540936185,1.04969220422516,-1.56143540936185,-0.33451856065938,0.675195165146178,0,31,1
"92",201432,"Loka",3,72,2191.8,20,30.4416666666667,30.4416666666667,0,0,0,0,0,0,1,14.3482364629906,10.6715184633217,10.0755721145885,0.595946348733234,87,1588.31,24,18.2564367816092,18.4057471264368,0.149310344827586,0.991887841129083,15.1553323029366,10.8980954347586,10.9794954184892,0.0813999837305784,-0.189241999638528,0.51129456580674,0.503149324339389,0.00811215887091743,-0.182321556793955,-0.0547253971316368,-0.078474151424202,5.19933758229066,-2.37510708419477,5.19933758229066,-2.37510708419477,0.51129456580674,2.0213338081904,0,32,0
"96",201433,"Loka",3,62,1175.43,18,19.0290322580645,18.9585483870968,0.0704838709677419,0,36,0,1,0.0037040176301068,0.996295982369893,9.66167326172979,11.9293928498683,11.2677195881385,0.661673261729791,72,2191.8,20,30.4416666666667,30.4416666666667,0,1,14.3482364629906,10.0755721145885,10.6715184633217,0.595946348733234,-0.149531733970964,-0.473557351979354,-0.469846457489353,-0.00370401763010675,-0.105360515657826,-0.395460191364024,0.111828072235158,1.19405580271821,-1.30180674888568,1.19405580271821,-1.30180674888568,-0.473557351979354,0.682554152932098,0,33,1
"99",201434,"Loka",3,64,1298.04,20,20.4,20.281875,0.118125,0,80,0,1,0.00579044117647059,0.994209558823529,12.2104973016886,10.9171443429199,10.7713954211285,0.145748921791375,62,1175.43,18,18.9585483870968,19.0290322580645,0.0704838709677419,0.996295982369893,9.66167326172979,11.2677195881385,11.9293928498683,0.661673261729791,0.0317486983145798,0.0674726980366445,0.0695690743262873,-0.00208642354636379,0.105360515657826,0.234129167617902,-0.0450479156829653,1.44263681466715,-1.6843954831102,1.44263681466715,-1.6843954831102,0.0674726980366445,0.882938487265662,0,34,1
"101",201435,"Loka",3,87,1768.22,23,21.0034482758621,20.324367816092,0.679080459770115,23,253,1,1,0.0323318557434466,0.967668144256553,13.0206198434789,11.6473897705337,11.5019430995583,0.145446670975426,64,1298.04,20,20.281875,20.4,0.118125,0.994209558823529,12.2104973016886,10.7713954211285,10.9171443429199,0.145748921791375,0.307025035294912,0.00209292112030202,0.0291517270057944,-0.0265414145669761,0.139761942375159,0.0642382263310397,0.0656219379353775,1.45837632705904,-1.11895838106256,1.45837632705904,-1.11895838106256,0.00209292112030202,0.767037763982029,0,35,1
"104",201436,"Loka",3,71,1649.35,23,23.2802816901409,23.2302816901408,0.05,0,46,0,1,0.00214774033516849,0.997852259664831,12.4384946002557,10.8629520910253,10.7707401061154,0.0922119849098971,87,1768.22,23,20.324367816092,21.0034482758621,0.679080459770115,0.967668144256553,13.0206198434789,11.5019430995583,11.6473897705337,0.145446670975426,-0.203228241613268,0.133636121654036,0.102920095026028,0.0301841154082781,0,-0.0457381755260671,-0.0656827782371634,2.22151958833784,-1.73166439612225,2.22151958833784,-1.73166439612225,0.133636121654036,1.15679530480465,0,36,1
"107",201437,"Loka",3,67,1496.95,21,22.4283582089552,22.3425373134328,0.085820895522388,0,63,0,1,0.0038264457310175,0.996173554268982,13.9717798267673,10.9701471142048,10.9539961368855,0.0161509773193872,71,1649.35,23,23.2302816901408,23.2802816901409,0.05,0.997852259664831,12.4384946002557,10.7707401061154,10.8629520910253,0.0922119849098971,-0.0579872576503497,-0.0389643085075995,-0.0372805732412775,-0.00167870539584902,-0.0909717782057267,0.116243501497383,0.0168711256564351,1.87057863110921,-1.52526512587685,1.87057863110921,-1.52526512587685,-0.0389643085075995,1.03967000117872,0,37,1
