"","vecka","brand","format","totalvolume","totalvalue","LL","avgpricebefore","avgfinalprice","avgdiscount","totalnonpricecampaign","totalpricecampaign","nonpricecampaign","pricecampaign","depth","nondepth","avgcompLL","avgcomppricebefore","avgcompfinalprice","avgcompdiscount","totalvolume1","totalvalue1","LL1","avgfinalprice1","avgpricebefore1","avgdiscount1","nondepth1","avgcompLL1","avgcompfinalprice1","avgcomppricebefore1","avgcompdiscount1","dlogtotalvolume","dlogavgfinalprice","dlogavgpricebefore","dlognondepth","dlogLL","dlogavgcompLL","dlogavgcompfinalprice","cop_finalprice","cop_avgcompfinalprice","cop_logfinalprice","cop_logavgcompfinalprice","hgap","cgap","holiday","trend","campaign"
"111",201438,"Loka",3,71,1976.9,26,27.843661971831,27.843661971831,0,0,0,0,0,0,1,13.5723430490332,11.0090167682888,10.3405802156107,0.668436552678106,67,1496.95,21,22.3425373134328,22.4283582089552,0.085820895522388,0.996173554268982,13.9717798267673,10.9539961368855,10.9701471142048,0.0161509773193872,0.0579872576503497,0.220112998823311,0.216279213519861,0.00382644573101754,0.213574100298059,-0.0290054458091218,-0.0576283524930572,2.62081714263634,-2.05921460987167,2.62081714263634,-2.05921460987167,0.220112998823311,1.69265954049627,0,38,0
"113",201439,"Loka",3,47,930.42,19,19.963829787234,19.796170212766,0.167659574468085,0,133,0,1,0.00839816689758073,0.991601833102419,12,10.8444866615089,10.7713273962005,0.0731592653084616,71,1976.9,26,27.843661971831,27.843661971831,0,1,13.5723430490332,10.3405802156107,11.0090167682888,0.668436552678106,-0.412532275331257,-0.341116867766522,-0.332683237574631,-0.00839816689758077,-0.313657558855042,-0.123127473047469,0.0408117517874071,1.34129540405539,-1.70755309355966,1.34129540405539,-1.70755309355966,-0.341116867766522,0.837857998796784,0,39,1
"116",201440,"Loka",3,58,1165.56,18,20.2741379310345,20.0958620689655,0.178275862068966,0,162,0,1,0.0087932647333957,0.991206735266604,12.4706103666831,13.1931608540012,13.0204067044305,0.172754149570716,47,930.42,19,19.796170212766,19.963829787234,0.167659574468085,0.991601833102419,12,10.7713273962005,10.8444866615089,0.0731592653084616,0.210295408836361,0.0150254312617659,0.0154239546970056,-0.000395097835814928,-0.0540672212702757,0.038468055513071,0.189630140203189,1.41218757890616,-0.485681527934164,1.41218757890616,-0.485681527934164,0.0150254312617659,0.543412776970125,0,40,1
"118",201441,"Loka",3,59,944.979999999999,26,16.2559322033898,16.0166101694915,0.239322033898305,0,130,0,1,0.0147221353352101,0.98527786466479,13.6070818772241,12.233592415425,12.2185991195628,0.0149932958621742,58,1165.56,18,20.0958620689655,20.2741379310345,0.178275862068966,0.991206735266604,12.4706103666831,13.0204067044305,13.1931608540012,0.172754149570716,0.0170944333593006,-0.226887607312921,-0.220888179454765,-0.00592887060181435,0.367724780125318,0.087215678176535,-0.0635585643536634,0.681406936324378,-0.745217325237565,0.681406936324378,-0.745217325237565,-0.226887607312921,0.310838502250874,0,41,1
"123",201442,"Loka",3,44,987.1,17,22.5363636363636,22.4340909090909,0.102272727272727,0,34,0,1,0.004538120209762,0.995461879790238,12.6313710769833,11.0971051710574,11.0557604696573,0.0413447014001092,59,944.979999999999,26,16.0166101694915,16.2559322033898,0.239322033898305,0.98527786466479,13.6070818772241,12.2185991195628,12.233592415425,0.0149932958621742,-0.293347809987459,0.336955398162682,0.326672265414588,0.0101840151254481,-0.424883193965266,-0.0744068958429493,-0.100007707237891,1.97519860622955,-1.44263681466715,1.97519860622955,-1.44263681466715,0.336955398162682,1.02917664240842,0,42,1
"124",201443,"Loka",3,64,1378.48,23,21.68125,21.53875,0.1425,0,161,0,1,0.00657249927933122,0.993427500720669,14.7441478820907,11.8454810533057,11.6393840451434,0.206097008162304,44,987.1,17,22.4340909090909,22.5363636363636,0.102272727272727,0.995461879790238,12.6313710769833,11.0557604696573,11.0971051710574,0.0413447014001092,0.37469344944141,-0.0407280790304085,-0.0386823345068512,-0.00203437906956927,0.302280871872934,0.154662762667011,0.051442922218802,1.70755309355966,-1.012281435109,1.70755309355966,-1.012281435109,-0.0407280790304085,0.850505998982581,0,43,1
"127",201444,"Loka",3,59,1655.02,21,28.3576271186441,28.051186440678,0.306440677966102,0,126,0,1,0.0108062877293647,0.989193712270635,15.852060593382,12.2412639991587,11.511031697679,0.730232301479782,64,1378.48,23,21.53875,21.68125,0.1425,0.993427500720669,14.7441478820907,11.6393840451434,11.8454810533057,0.206097008162304,-0.0813456394539518,0.264177289949398,0.268448196421975,-0.00423378845003342,-0.0909717782057267,0.0724532474631965,-0.0110886702041508,2.84897991568233,-1.09862922566665,2.84897991568233,-1.09862922566665,0.264177289949398,1.43689594272719,1,44,1
"130",201445,"Loka",3,55,976.21,20,18.0927272727273,17.7492727272727,0.343454545454545,0,200,0,1,0.0189830167822329,0.981016983217767,13.5746757607868,12.8027448728955,12.7916288034657,0.011116069429727,59,1655.02,21,28.051186440678,28.3576271186441,0.306440677966102,0.989193712270635,15.852060593382,11.511031697679,12.2412639991587,0.730232301479782,-0.0702042586732485,-0.457686386453962,-0.449385978769253,-0.00817672905286826,-0.0487901641694322,-0.155093517255028,0.105485103630139,0.958681346744727,-0.561346418336008,0.958681346744727,-0.561346418336008,-0.457686386453962,0.38756940183128,0,45,1
"135",201446,"Loka",3,63,1266.05,19,20.3603174603175,20.0960317460318,0.264285714285714,0,57,0,1,0.0129804319014579,0.987019568098542,9.81668580176043,12.06421820405,12.0344767233137,0.0297414807363516,55,976.21,20,17.7492727272727,18.0927272727273,0.343454545454545,0.981016983217767,13.5746757607868,12.7916288034657,12.8027448728955,0.011116069429727,0.135801541159061,0.124177828032869,0.118077734525627,0.0060025848807751,-0.0512932943875506,-0.324122409836705,-0.061015366530552,1.42724679017413,-0.851058526838569,1.42724679017413,-0.851058526838569,0.124177828032869,0.669871670207392,0,46,1
"137",201447,"Loka",3,50,951.12,18,19.5,19.0224,0.4776,0,144,0,1,0.0244923076923077,0.975507692307692,11.1510242972844,12.7639896869658,12.5574526469187,0.206537040047081,63,1266.05,19,20.0960317460318,20.3603174603175,0.264285714285714,0.987019568098542,9.81668580176043,12.0344767233137,12.06421820405,0.0297414807363516,-0.231111720963387,-0.0549051378813341,-0.0431733183445719,-0.0115118757908499,-0.0540672212702757,0.127447788240947,0.0425387350199209,1.228396274804,-0.59382139299352,1.228396274804,-0.59382139299352,-0.0549051378813341,0.514829522743026,0,47,1
"139",201448,"Loka",3,75,1259.07,23,17.18,16.7876,0.3924,0,299,0,1,0.0228405122235157,0.977159487776484,15.1552473313049,11.6678803437057,10.7188618926431,0.949018451062676,50,951.12,18,19.0224,19.5,0.4776,0.975507692307692,11.1510242972844,12.5574526469187,12.7639896869658,0.206537040047081,0.405465108108164,-0.124976713477424,-0.126668549013592,0.00165179546879202,0.245122458032985,0.306815471575014,-0.15830934245908,0.782006886753717,-1.78315298389796,0.782006886753717,-1.78315298389796,-0.124976713477424,0.566173738232625,0,48,1
"142",201449,"Loka",3,78,1208.31,21,15.8102564102564,15.4911538461538,0.319102564102564,0,105,0,1,0.0201832630554655,0.979816736944535,15.8278047980764,14.0852232362424,13.8764819779379,0.208741258304513,75,1259.07,23,16.7876,17.18,0.3924,0.977159487776484,15.1552473313049,10.7188618926431,11.6678803437057,0.949018451062676,0.0392207131532816,-0.0803713772449202,-0.0830870472337053,0.00265724916805021,-0.0909717782057267,0.0434213602613229,0.258190479874039,0.59382139299352,-0.255618264216333,0.59382139299352,-0.255618264216333,-0.0803713772449202,0.116360318903819,0,49,1
"147",201450,"Loka",3,60,914.83,20,15.9,15.2471666666667,0.652833333333333,120,80,1,1,0.0410587002096436,0.958941299790356,14.0421390052924,12.3075105438279,12.2361367863759,0.0713737574520251,78,1208.31,21,15.4911538461538,15.8102564102564,0.319102564102564,0.979816736944535,15.8278047980764,13.8764819779379,14.0852232362424,0.208741258304513,-0.262364264467491,-0.015875447957642,0.00566023990378239,-0.0208754371541782,-0.0487901641694322,-0.119705452952651,-0.1258018579126,0.542144016429635,-0.737980472204168,0.542144016429635,-0.737980472204168,-0.015875447957642,0.246076840497843,0,50,1
"149",201451,"Loka",3,90,1398.72,24,16.5111111111111,15.5413333333333,0.969777777777778,0,408,0,1,0.0587348586810229,0.941265141318977,12.1410612692771,11.6702131513662,11.4048834328,0.265329718566249,60,914.83,20,15.2471666666667,15.9,0.652833333333333,0.958941299790356,14.0421390052924,12.2361367863759,12.3075105438279,0.0713737574520251,0.405465108108165,0.0191094479025273,0.037714445721253,-0.0176761584713793,0.182321556793955,-0.145469536771671,-0.0703519702630451,0.620258337710914,-1.18291684419089,0.620258337710914,-1.18291684419089,0.0191094479025273,0.362691116038685,0,51,1
"151",201452,"Loka",3,72,1374.92,24,19.2611111111111,19.0961111111111,0.165,0,192,0,1,0.00856648399192385,0.991433516008076,11.1881876085698,14.311277724129,14.1595345964173,0.151743127711655,90,1398.72,24,15.5413333333333,16.5111111111111,0.969777777777778,0.941265141318977,12.1410612692771,11.4048834328,11.6702131513662,0.265329718566249,-0.22314355131421,0.205981566229123,0.154054539847374,0.0501683746890991,0,-0.0817346570953159,0.21634658526687,1.24017065278924,-0.18799930884492,1.24017065278924,-0.18799930884492,0.205981566229123,0.348639743847432,1,52,1
"154",201501,"Loka",3,95,1420.45,23,15.1231578947368,14.9521052631579,0.171052631578947,0,92,0,1,0.0113106424444908,0.988689357555509,18.2539187093376,12.1951960418509,12.1274391932853,0.0677568485656097,72,1374.92,24,19.0961111111111,19.2611111111111,0.165,0.991433516008076,11.1881876085698,14.1595345964173,14.311277724129,0.151743127711655,0.277210772584485,-0.244632597373236,-0.241860890378681,-0.00274415845256704,-0.0425596144187961,0.489521236847189,-0.154917633069087,0.46720827028711,-0.819886695889314,0.46720827028711,-0.819886695889314,-0.244632597373236,0.232915294387672,1,53,1
"157",201502,"Loka",3,49,916.76,18,18.9204081632653,18.709387755102,0.211020408163265,0,90,0,1,0.0111530579225542,0.988846942077446,13.0184139137787,15.0422033992065,14.3801619862885,0.662041412918048,95,1420.45,23,14.9521052631579,15.1231578947368,0.171052631578947,0.988689357555509,18.2539187093376,12.1274391932853,12.1951960418509,0.0677568485656097,-0.662056593489914,0.224173306680008,0.224013932086177,0.000157584521936704,-0.245122458032985,-0.338014970636329,0.170379029750984,1.13976081019282,-0.115694409790287,1.13976081019282,-0.115694409790287,0.224173306680008,0.301055424336772,1,54,1
"160",201503,"Loka",3,71,1288.46,20,18.2380281690141,18.147323943662,0.0907042253521127,0,80,0,1,0.00497335701598579,0.995026642984014,11.819367951744,11.4145714164204,10.72250706239,0.692064354030326,49,916.76,18,18.709387755102,18.9204081632653,0.211020408163265,0.988846942077446,13.0184139137787,14.3801619862885,15.0422033992065,0.662041412918048,0.370859578930689,-0.0305023081607834,-0.0367322624688318,0.00617970090656839,0.105360515657826,-0.0966252723730965,-0.293504620862552,1.03080647990229,-1.7568266072519,1.03080647990229,-1.7568266072519,-0.0305023081607834,0.692451572945568,0,55,1
"163",201504,"Loka",3,51,672.49,19,13.4686274509804,13.1860784313725,0.282549019607843,0,209,0,1,0.0209783083418256,0.979021691658174,13.7741266133347,11.2391323999726,10.278397263926,0.960735136046579,71,1288.46,20,18.147323943662,18.2380281690141,0.0907042253521127,0.995026642984014,11.819367951744,10.72250706239,11.4145714164204,0.692064354030326,-0.33085424431699,-0.319361499967162,-0.303145785537969,-0.0160049513258398,-0.0512932943875506,0.153052411509681,-0.0423006563664483,0.148967919030165,-2.1073446081073,0.148967919030165,-2.1073446081073,-0.319361499967162,0.282892467841423,0,56,1
"166",201505,"Loka",3,69,1079.77,25,15.9144927536232,15.6488405797101,0.265652173913043,0,325,0,1,0.0166924688097623,0.983307531190238,13.7981983865628,11.319052977942,11.1711727539168,0.147880224025212,51,672.49,19,13.1860784313725,13.4686274509804,0.282549019607843,0.979021691658174,13.7741266133347,10.278397263926,11.2391323999726,0.960735136046579,0.302280871872934,0.171235221125576,0.166867099510898,0.0042858395320633,0.27443684570176,0.00174608266397769,0.0832922592743293,0.62693513605575,-1.34129540405539,0.62693513605575,-1.34129540405539,0.171235221125576,0.400823434068139,0,57,1
"169",201506,"Loka",3,57,894.36,25,15.8298245614035,15.6905263157895,0.139298245614035,0,100,0,1,0.00879973401307769,0.991200265986922,11.9644608694444,12.2472037153283,12.2137696282714,0.0334340870568502,69,1079.77,25,15.6488405797101,15.9144927536232,0.265652173913043,0.983307531190238,13.7981983865628,11.1711727539168,11.319052977942,0.147880224025212,-0.191055236762709,0.00266028096884208,-0.00533439684050308,0.00789273479668462,0,-0.142597370565337,0.0892273743705907,0.633640000779701,-0.752493419062779,0.633640000779701,-0.752493419062779,0.00266028096884208,0.284658773935802,0,58,1
"174",201507,"Loka",3,68,1590.17,21,23.4294117647059,23.3848529411765,0.0445588235294118,0,105,0,1,0.00190183278935476,0.998098167210645,15.2582318760376,12.4975447138198,12.404283743627,0.0932609701927492,57,894.36,25,15.6905263157895,15.8298245614035,0.139298245614035,0.991200265986922,11.9644608694444,12.2137696282714,12.2472037153283,0.0334340870568502,0.176456437341557,0.399031391714764,0.392096354965478,0.00689790122372291,-0.174353387144778,0.243178491189574,0.0154779028094589,2.29158114433288,-0.674489750196082,2.29158114433288,-0.674489750196082,0.399031391714764,0.88522396169718,0,59,1
"176",201508,"Loka",3,76,1213.81,23,16.2236842105263,15.9711842105263,0.2525,0,253,0,1,0.0155636658556367,0.984436334144363,13.2931164214732,11.7902841444727,11.0813639658042,0.708920178668447,68,1590.17,21,23.3848529411765,23.4294117647059,0.0445588235294118,0.998098167210645,15.2582318760376,12.404283743627,12.4975447138198,0.0932609701927492,0.111225635110224,-0.381302390890776,-0.36751998325337,-0.0136618330662819,0.0909717782057267,-0.137872813615568,-0.112777100798413,0.660751127140255,-1.41218757890616,0.660751127140255,-1.41218757890616,-0.381302390890776,0.441265196216954,0,60,1
"178",201509,"Loka",3,67,978.7,22,14.8253731343284,14.6074626865672,0.217910447761194,0,242,0,1,0.0146984798147589,0.985301520185241,15.7613809850097,11.9150654902951,10.6882316262651,1.22683386402994,76,1213.81,23,15.9711842105263,16.2236842105263,0.2525,0.984436334144363,13.2931164214732,11.0813639658042,11.7902841444727,0.708920178668447,-0.126040720895365,-0.0892535706302322,-0.0901320490476687,0.000865186040877708,-0.0444517625708336,0.170316367592327,-0.0361214871710547,0.412702543078983,-1.87057863110921,0.412702543078983,-1.87057863110921,-0.0892535706302322,0.366686576165786,0,61,1
"181",201510,"Loka",3,74,1401.05,23,19.1567567567568,18.9331081081081,0.223648648648649,0,138,0,1,0.0116746613995485,0.988325338600451,11.8072215422277,11.2403871801284,11.1616751501472,0.0787120299811795,67,978.7,22,14.6074626865672,14.8253731343284,0.217910447761194,0.985301520185241,15.7613809850097,10.6882316262651,11.9150654902951,1.22683386402994,0.0993724738132045,0.259379600248918,0.256315372816302,0.00302381841521038,0.0444517625708336,-0.28885136716017,0.0433427605700296,1.18291684419089,-1.35493396671422,1.18291684419089,-1.35493396671422,0.259379600248918,0.696260449566877,0,62,1
"185",201511,"Loka",3,78,1276.58,26,16.4923076923077,16.3664102564103,0.125897435897436,0,130,0,1,0.00763370646766169,0.992366293532338,15.3339557408054,11.4211777932553,11.3992131876302,0.0219646056251704,74,1401.05,23,18.9331081081081,19.1567567567568,0.223648648648649,0.988325338600451,11.8072215422277,11.1616751501472,11.2403871801284,0.0787120299811795,0.0526437334854215,-0.145681061894528,-0.149761414911536,0.00404095493188683,0.122602322092332,0.261358359405795,0.02105828564101,0.723621325174215,-1.19405580271821,0.723621325174215,-1.19405580271821,-0.145681061894528,0.435749115927602,0,63,1
"188",201512,"Loka",3,55,1150.51,19,21.4818181818182,20.9183636363636,0.563454545454545,38,76,1,1,0.02622936944562,0.97377063055438,14.2995686838322,13.6859042238105,13.558992993055,0.126911230755551,78,1276.58,26,16.3664102564103,16.4923076923077,0.125897435897436,0.992366293532338,15.3339557408054,11.3992131876302,11.4211777932553,0.0219646056251704,-0.349375641457121,0.245396336683076,0.264312839659381,-0.0185956629779582,-0.313657558855042,-0.0698403239476173,0.173505682315947,1.61985625863827,-0.330227498794809,1.61985625863827,-0.330227498794809,0.245396336683076,0.542766756135814,0,64,1
"190",201513,"Loka",3,60,1115.07,21,18.8766666666667,18.5845,0.292166666666667,0,189,0,1,0.015477662016599,0.984522337983401,14.4259960391426,13.7755817322628,13.6035085549741,0.172073177288695,55,1150.51,19,20.9183636363636,21.4818181818182,0.563454545454545,0.97377063055438,14.2995686838322,13.558992993055,13.6859042238105,0.126911230755551,0.0870113769896292,-0.118299516107696,-0.129280319936887,0.010751707429021,0.100083458556983,0.00880248467643874,0.00327772474819543,1.09862922566665,-0.318639363964375,1.09862922566665,-0.318639363964375,-0.118299516107696,0.366154909587986,0,65,1
"194",201514,"Loka",3,88,1461.34,19,16.8545454545455,16.6061363636364,0.248409090909091,0,171,0,1,0.0147384034519957,0.985261596548004,18.3876795151444,11.6590636642479,10.9558247900121,0.70323887423588,60,1115.07,21,18.5845,18.8766666666667,0.292166666666667,0.984522337983401,14.4259960391426,13.6035085549741,13.7755817322628,0.172073177288695,0.382992252256106,-0.112555612455654,-0.11330621112422,0.000739258564603218,-0.100083458556983,0.242648989252505,-0.216456482330128,0.759809571009918,-1.50790459144056,0.759809571009918,-1.50790459144056,-0.112555612455654,0.515735846631597,1,66,1
"196",201515,"Loka",3,92,1686.52,28,18.8347826086957,18.3317391304348,0.503043478260869,84,308,1,1,0.0267082179132041,0.973291782086796,12.9113782707411,10.0720844202953,9.95483447998413,0.117249940311217,88,1461.34,19,16.6061363636364,16.8545454545455,0.248409090909091,0.985261596548004,18.3876795151444,10.9558247900121,11.6590636642479,0.70323887423588,0.0444517625708336,0.0988616487467602,0.111084918864301,-0.0119698144612084,0.387765531008764,-0.353571889676564,-0.0958129485679913,1.06895994353517,-2.47946688530166,1.06895994353517,-2.47946688530166,0.0988616487467602,0.841491103372319,1,67,1
"199",201516,"Loka",3,75,1548.3,25,20.7826666666667,20.644,0.138666666666667,0,200,0,1,0.00667222685571309,0.993327773144287,12.5578081112735,11.5338483366014,11.4918133817556,0.0420349548457977,92,1686.52,28,18.3317391304348,18.8347826086957,0.503043478260869,0.973291782086796,12.9113782707411,9.95483447998413,10.0720844202953,0.117249940311217,-0.20430046351273,0.118790784024796,0.0984140067610091,0.020035991057491,-0.113328685307003,-0.0277663267164097,0.14357659145944,1.50790459144056,-1.12929850865142,1.50790459144056,-1.12929850865142,0.118790784024796,0.796409262334044,0,68,1
"204",201517,"Loka",3,57,926.36,18,16.3912280701754,16.2519298245614,0.139298245614035,0,90,0,1,0.00849834100396018,0.99150165899604,16.5748735515625,12.0701433813398,11.9093179654956,0.160825415844269,75,1548.3,25,20.644,20.7826666666667,0.138666666666667,0.993327773144287,12.5578081112735,11.4918133817556,11.5338483366014,0.0420349548457977,-0.27443684570176,-0.239213060127411,-0.237372987994335,-0.00182611414824707,-0.328504066972036,0.277545274800648,0.0356862140109171,0.709409852507664,-0.907703133977288,0.709409852507664,-0.907703133977288,-0.239213060127411,0.364639845173966,0,69,1
"206",201518,"Loka",3,61,1318.35,23,21.6704918032787,21.6122950819672,0.0581967213114754,0,92,0,1,0.00268552840608215,0.997314471593918,16.5203055890631,12.1678901481117,11.1595089803053,1.00838116780648,57,926.36,18,16.2519298245614,16.3912280701754,0.139298245614035,0.99150165899604,16.5748735515625,11.9093179654956,12.0701433813398,0.160825415844269,0.0678225963387611,0.285050709346383,0.279205192447683,0.00581281259787803,0.245122458032985,-0.00329764112876818,-0.0650291582213174,1.7568266072519,-1.36882932622163,1.7568266072519,-1.36882932622163,0.285050709346383,0.93667079081252,1,70,1
"209",201519,"Loka",3,63,1354.7,26,21.6619047619048,21.5031746031746,0.158730158730159,0,130,0,1,0.007327617791456,0.992672382208544,16.6211107143269,11.5971820905399,11.5108341403694,0.0863479501704801,61,1318.35,23,21.6122950819672,21.6704918032787,0.0581967213114754,0.997314471593918,16.5203055890631,11.1595089803053,12.1678901481117,1.00838116780648,0.0322608622182212,-0.00506178931029488,-0.000396333559507411,-0.0046420893853738,0.122602322092332,0.00608335112879166,0.0309967332301868,1.6843954831102,-1.10873652652279,1.6843954831102,-1.10873652652279,-0.00506178931029488,0.868081351963992,0,71,1
"211",201520,"Loka",3,71,1587.73,22,22.4915492957746,22.3623943661972,0.129154929577465,0,110,0,1,0.00574237585321561,0.994257624146784,15.4552302271899,11.7015298982618,11.644710556748,0.0568193415137893,63,1354.7,26,21.5031746031746,21.6619047619048,0.158730158730159,0.992672382208544,16.6211107143269,11.5108341403694,11.5971820905399,0.0863479501704801,0.119545150649783,0.0391801449257696,0.0375844749529701,0.00158524193824039,-0.167054084663166,-0.0727261450893897,0.0115633564105595,1.90317630536715,-1.00314796766253,1.90317630536715,-1.00314796766253,0.0391801449257696,0.920390743695938,1,72,1
"214",201521,"Loka",3,103,1919.09,28,18.6961165048544,18.6319417475728,0.0641747572815534,0,168,0,1,0.00343251804538609,0.996567481954614,17.1372068528192,9.88523065556159,9.81324299005561,0.0719876655059859,71,1587.73,22,22.3623943661972,22.4915492957746,0.129154929577465,0.994257624146784,15.4552302271899,11.644710556748,11.7015298982618,0.0568193415137893,0.37204911118832,-0.182503319015823,-0.1848238230493,0.00230985780782944,0.241162056816888,0.103304467055962,-0.171119248471641,1.11895838106256,-2.62081714263634,1.11895838106256,-2.62081714263634,-0.182503319015823,0.898652847631895,1,73,1
"219",201522,"Loka",3,107,1309.37,28,12.9467289719626,12.2371028037383,0.709626168224299,0,364,0,1,0.054811232224067,0.945188767775933,13.7235895301986,12.4342888495794,12.3774140067515,0.0568748428278906,103,1919.09,28,18.6319417475728,18.6961165048544,0.0641747572815534,0.996567481954614,17.1372068528192,9.81324299005561,9.88523065556159,0.0719876655059859,0.0380998462322699,-0.420404856079551,-0.367472661554279,-0.0513787141786808,0,-0.222135723499703,0.232140561709685,-0.171239960320701,-0.688356880905426,-0.171239960320701,-0.688356880905426,-0.420404856079551,-0.0113360676904419,0,74,1
"222",201523,"Loka",3,116,1759.83,30,15.3827586206897,15.1709482758621,0.211810344827586,0,240,0,1,0.0137693342299933,0.986230665770007,17.3299121728026,12.2555469907971,11.4212067038537,0.834340286943423,107,1309.37,28,12.2371028037383,12.9467289719626,0.709626168224299,0.945188767775933,13.7235895301986,12.3774140067515,12.4342888495794,0.0568748428278906,0.0807613566444587,0.214909751325986,0.172404144945818,0.0410418979940737,0.0689928714869517,0.23331782014166,-0.0804014962012798,0.504322046077778,-1.17192275535767,0.504322046077778,-1.17192275535767,0.214909751325986,0.328313957468539,1,75,1
"223",201524,"Loka",3,131,2272.06,36,17.5946564885496,17.3439694656489,0.250687022900763,0,540,0,1,0.0142479066336934,0.985752093366307,15.9128544676297,11.8418020906071,11.7769843574769,0.0648177331301974,116,1759.83,30,15.1709482758621,15.3827586206897,0.211810344827586,0.986230665770007,17.3299121728026,11.4212067038537,12.2555469907971,0.834340286943423,0.121607132094787,0.133862563390358,0.134347935192803,-0.000478572403700195,0.182321556793954,-0.0853067961019529,0.0306752841498654,0.866958201203543,-0.958681346744727,0.866958201203543,-0.958681346744727,0.133862563390358,0.472700390795513,0,76,1
"227",201525,"Loka",3,84,1376.15,30,16.6738095238095,16.3827380952381,0.291071428571429,0,360,0,1,0.01745680422676,0.98254319577324,17.9729139362167,11.7047968716203,10.9756551498317,0.729141721788627,131,2272.06,36,17.3439694656489,17.5946564885496,0.250687022900763,0.985752093366307,15.9128544676297,11.7769843574769,11.8418020906071,0.0648177331301974,-0.444380524357838,-0.0570166394053513,-0.053756050962444,-0.00320889759306653,-0.182321556793954,0.121738603569962,-0.0704674967070011,0.730782063985963,-1.47448565515997,0.730782063985963,-1.47448565515997,-0.0570166394053513,0.492643297515529,1,77,1
"230",201526,"Loka",3,134,2216.56,32,17.3007462686567,16.5414925373134,0.759253731343284,192,704,1,1,0.0438856058318595,0.95611439416814,14.4668544912164,13.7554592159581,13.4674901316781,0.287969084279989,84,1376.15,30,16.3827380952381,16.6738095238095,0.291071428571429,0.98254319577324,17.9729139362167,10.9756551498317,11.7047968716203,0.729141721788627,0.467023001107598,0.00964369823576128,0.0369104411118331,-0.0264288016050995,0.0645385211375711,-0.217005707636605,0.204598990896383,0.752493419062779,-0.371149323202284,0.752493419062779,-0.371149323202284,0.00964369823576128,0.228253548031547,0,78,1
"234",201527,"Loka",3,130,2945.74,33,22.8161538461538,22.6595384615385,0.156615384615385,0,495,0,1,0.00686423249384714,0.993135767506153,16.6337554810646,12.5385509802886,12.480221002906,0.0583299773826238,134,2216.56,32,16.5414925373134,17.3007462686567,0.759253731343284,0.95611439416814,14.4668544912164,13.4674901316781,13.7554592159581,0.287969084279989,-0.0303053494953289,0.314708963838589,0.276719149625677,0.0370213733380124,0.0307716586667537,0.139573957772653,-0.0761335714707698,2.05921460987167,-0.647136105296037,2.05921460987167,-0.647136105296037,0.314708963838589,0.815635993646442,0,79,1
"235",201528,"Loka",3,100,2178.1,31,22.13,21.781,0.349,0,279,0,1,0.0157704473565296,0.98422955264347,14.9445663265306,12.6622548421656,12.6347858961984,0.0274689459671603,130,2945.74,33,22.6595384615385,22.8161538461538,0.156615384615385,0.993135767506153,16.6337554810646,12.480221002906,12.5385509802886,0.0583299773826238,-0.26236426446749,-0.0395428572778052,-0.030534633052655,-0.00890621486268239,-0.062520356981334,-0.107086316039384,0.0123087240509676,1.81077660860448,-0.574263545822124,1.81077660860448,-0.574263545822124,-0.0395428572778052,0.723891499147094,0,80,1
"238",201529,"Loka",3,77,1522.27,29,19.912987012987,19.7697402597403,0.143246753246753,174,145,1,1,0.0071936346442314,0.992806365355769,18.9761467371337,11.7839438319027,10.8398869174955,0.944056914407177,100,2178.1,31,21.781,22.13,0.349,0.98422955264347,14.9445663265306,12.6347858961984,12.6622548421656,0.0274689459671603,-0.261364764134408,-0.0968855311380219,-0.105562021474299,0.00857681271229815,-0.0666913744986721,0.238834978209121,-0.153221231409915,1.3147424009236,-1.61985625863827,1.3147424009236,-1.61985625863827,-0.0968855311380219,0.823795802503443,0,81,1
"243",201530,"Loka",3,66,1126.1,27,17.2030303030303,17.0621212121212,0.140909090909091,0,216,0,1,0.00819094592214197,0.991809054077858,12.6950592792765,12.2643274801603,12.1532095884481,0.111117891712207,77,1522.27,29,19.7697402597403,19.912987012987,0.143246753246753,0.992806365355769,18.9761467371337,10.8398869174955,11.7839438319027,0.944056914407177,-0.154150679827259,-0.147291626318515,-0.146286583878459,-0.000997311277910584,-0.071458963982145,-0.401969870916478,0.114360734568033,0.819886695889314,-0.797021411019349,0.819886695889314,-0.797021411019349,-0.147291626318515,0.403918947332167,0,82,1
"246",201531,"Loka",3,79,1119.61,28,14.4189873417721,14.1722784810127,0.246708860759494,0,308,0,1,0.017109999122114,0.982890000877886,12.5566466200919,12.0938399733014,11.9717995541354,0.122040419166028,66,1126.1,27,17.0621212121212,17.2030303030303,0.140909090909091,0.991809054077858,12.6950592792765,12.1532095884481,12.2643274801603,0.111117891712207,0.179793110440596,-0.185573035780823,-0.176539645271356,-0.00891905319997199,0.0363676441708747,-0.0109627480976862,-0.0150394515982653,0.347693770638922,-0.874990734147522,0.347693770638922,-0.874990734147522,-0.185573035780823,0.183805192939202,0,83,1
